country,region,score,gdp,social_support,hle,freedom,generosity,corruption,positive_affect,negative_affect
north macedonia,central and eastern europe,5.101200103759766,9.693197250366213,0.8050611019134521,65.47408294677734,0.7511905431747437,0.0375088714063167,0.9051775336265564,0.6046268343925476,0.3651260733604431
ghana,sub-saharan africa,5.088399887084961,8.580243110656738,0.7267570495605469,57.58634567260742,0.8065050840377808,0.123355247080326,0.8481913805007935,0.7127659320831299,0.2527284324169159
niger,sub-saharan africa,5.074100017547607,7.0976152420043945,0.6411375999450684,53.780006408691406,0.8061235547065735,0.0184499435126781,0.6925413608551025,0.8159151673316956,0.3044382631778717
turkmenistan,commonwealth of independent states,5.066400051116943,9.629326820373535,0.9828737378120422,62.40887451171875,0.8766868114471436,0.2728292644023895,0.8880501389503479,0.5099145174026489,0.1833432465791702
gambia,sub-saharan africa,5.051000118255615,7.685917854309082,0.6896220445632935,55.16016006469727,0.6970475912094116,0.4241547584533691,0.7459676265716553,0.7728161811828613,0.4007232785224914
benin,sub-saharan africa,5.045199871063232,8.086958885192871,0.488511323928833,54.71274948120117,0.7574853897094727,-0.0338091924786567,0.6607150435447693,0.6085846424102783,0.3045124411582947
laos,southeast asia,5.03000020980835,8.947352409362793,0.7279734015464783,58.96813583374024,0.9100531339645386,0.123144544661045,0.6581959128379822,0.8216802477836609,0.3583492636680603
bangladesh,south asia,5.024600028991699,8.454228401184082,0.6933901309967041,64.79996490478516,0.877008318901062,-0.041346937417984,0.6816807389259338,0.5823808312416077,0.3317087888717651
guinea,sub-saharan africa,4.984300136566162,7.83774995803833,0.639484167098999,55.00819778442383,0.6972144246101379,0.0946791917085647,0.7660537958145142,0.6846469044685364,0.4733884334564209
south africa,sub-saharan africa,4.956399917602539,9.402575492858888,0.8596819639205933,56.90396881103516,0.7493821382522583,-0.0669967532157898,0.8595834374427795,0.8203377723693848,0.294276475906372
turkey,middle east and north africa,4.9475998878479,10.240470886230469,0.8217769265174866,67.1988754272461,0.5758052468299866,-0.139463260769844,0.775604248046875,0.3842924535274505,0.4403873085975647
pakistan,south asia,4.934000015258789,8.458282470703125,0.6505712270736694,58.70899963378906,0.7255769968032837,0.0975674837827682,0.7869770526885986,0.5810673832893372,0.4242400825023651
morocco,middle east and north africa,4.918000221252441,8.902779579162598,0.5599959492683411,66.20808410644531,0.7735444903373718,-0.2357103377580642,0.8014660477638245,0.5871824026107788,0.2564311921596527
venezuela,latin america and caribbean,4.892199993133545,9.07310390472412,0.8609268069267273,66.69985961914062,0.6153803467750549,-0.1687570512294769,0.8266558647155762,0.7223914265632629,0.396250456571579
georgia,commonwealth of independent states,4.89139986038208,9.584575653076172,0.6711152195930481,64.30001068115234,0.7826029658317566,-0.2384450882673263,0.654995858669281,0.6108949184417725,0.2945120632648468
algeria,middle east and north africa,4.8871002197265625,9.34237289428711,0.8019434213638306,66.00455474853516,0.4797153174877167,-0.0669866502285003,0.7518753409385681,0.5849443078041077,0.2151977568864822
ukraine,commonwealth of independent states,4.874800205230713,9.436073303222656,0.8879203796386719,64.90174865722656,0.7244468927383423,-0.0110325058922171,0.9238168001174928,0.6877206563949585,0.2847361862659454
iraq,middle east and north africa,4.854100227355957,9.24005889892578,0.7456973791122437,60.58331680297852,0.6297644376754761,-0.0530822426080703,0.8752124905586243,0.6444642543792725,0.5315389037132263
gabon,sub-saharan africa,4.851799964904785,9.60301685333252,0.7764019966125488,59.96162414550781,0.7305527925491333,-0.1998577713966369,0.8395736217498779,0.6927024126052856,0.4129609763622284
burkina faso,sub-saharan africa,4.833799839019775,7.678089618682861,0.6722585558891296,54.15081787109375,0.6945601105690002,-0.0086174122989177,0.7479232549667358,0.6909258961677551,0.3647753894329071
cambodia,southeast asia,4.830399990081787,8.360370635986328,0.7645816206932068,62.000335693359375,0.9585790634155272,0.0339526087045669,0.8434561491012573,0.8779535293579102,0.3898516297340393
mozambique,sub-saharan africa,4.79449987411499,7.158463478088379,0.7438184022903442,54.705841064453125,0.8818101286888123,0.0607956871390342,0.6844094395637512,0.5872747302055359,0.384122759103775
nigeria,sub-saharan africa,4.759300231933594,8.532771110534668,0.7400800585746765,50.10182571411133,0.737415611743927,0.0373966544866561,0.8784207105636597,0.7439777255058289,0.3158868253231048
mali,sub-saharan africa,4.723499774932861,7.743618488311768,0.7244561910629272,51.96890258789063,0.6972617506980896,-0.0360254421830177,0.8269209861755371,0.7115226984024048,0.3577645123004913
iran,middle east and north africa,4.721199989318848,9.58437442779541,0.7100515961647034,66.30035400390625,0.6075012683868408,0.2184768170118332,0.7141964435577393,0.5824205279350281,0.4702450037002563
uganda,sub-saharan africa,4.636499881744385,7.677433490753174,0.7811079025268555,56.10139083862305,0.7088271379470825,0.1216728910803794,0.8549025058746338,0.698948860168457,0.4247066676616668
liberia,sub-saharan africa,4.625199794769287,7.287705898284912,0.7201086282730103,56.49757766723633,0.7352684736251831,0.0502317696809768,0.849899411201477,0.635608971118927,0.3891325891017914
kenya,sub-saharan africa,4.606599807739258,8.36077880859375,0.6880660653114319,60.70405197143555,0.7785444855690002,0.2868662476539612,0.8254486322402954,0.7334348559379578,0.2969804108142853
tunisia,middle east and north africa,4.596499919891357,9.265801429748535,0.6909812092781067,67.20076751708984,0.6559020280838013,-0.2005712240934372,0.8699617981910706,0.5846338868141174,0.4387743473052978
lebanon,middle east and north africa,4.583799839019775,9.625673294067385,0.8478091359138489,67.35521697998047,0.5252207517623901,-0.073465846478939,0.8981228470802307,0.3216897547245025,0.4944990277290344
namibia,sub-saharan africa,4.574100017547607,9.160563468933104,0.8180958032608032,56.79882049560547,0.7192999720573425,-0.1489729136228561,0.8467019200325012,0.6479195356369019,0.2475420832633972
palestinian territories,middle east and north africa,4.51669979095459,8.484533309936523,0.8259382247924805,62.25,0.6530195474624634,-0.1625217497348785,0.8213176131248474,0.6251764297485352,0.3996722996234894
myanmar,southeast asia,4.42579984664917,8.540955543518066,0.7789490222930908,59.30188751220703,0.8756269216537476,0.508870542049408,0.6595363020896912,0.7997491955757141,0.2892182171344757
jordan,middle east and north africa,4.394599914550781,9.18210506439209,0.7668236494064331,67.00030517578125,0.7552774548530579,-0.1667890697717666,0.7046573758125305,,
chad,sub-saharan africa,4.355400085449219,7.364013195037842,0.6193000078201294,48.47800064086914,0.5786272883415222,0.0413417965173721,0.8069084286689758,0.5872111916542053,0.4600612819194793
sri lanka,south asia,4.324999809265137,9.470399856567385,0.8265063762664795,67.29920959472656,0.8414434194564819,0.0788303613662719,0.8630807399749756,0.8163903951644897,0.3145427107810974
swaziland,sub-saharan africa,4.30810022354126,9.065187454223633,0.770290195941925,50.8331413269043,0.6468222737312317,-0.1848635077476501,0.7082633376121521,0.7776272892951965,0.2795951664447784
comoros,sub-saharan africa,4.288599967956543,8.030753135681152,0.6256624460220337,57.3490104675293,0.5476126074790955,0.0815663635730743,0.7806226015090942,0.7362217307090759,0.3361628949642181
egypt,middle east and north africa,4.282700061798096,9.366633415222168,0.7497766613960266,61.99771499633789,0.7485634684562683,-0.182113841176033,0.794777512550354,0.5989086627960205,0.442033588886261
ethiopia,sub-saharan africa,4.274700164794922,7.693592548370361,0.7638999223709106,58.99952697753906,0.7521147727966309,0.0820015370845794,0.7605333924293518,0.6693886518478394,0.2515143454074859
mauritania,sub-saharan africa,4.227399826049805,8.541807174682617,0.7949525117874146,57.16057968139648,0.5612248778343201,-0.1064024046063423,0.7309130430221558,0.6918314695358276,0.2597385048866272
madagascar,sub-saharan africa,4.208499908447266,7.396349906921387,0.6857328414916992,59.30538558959961,0.5521671772003174,-0.0051393574103713,0.8031488656997681,0.7231946587562561,0.3039596676826477
togo,sub-saharan africa,4.106800079345703,7.362420558929443,0.5689000487327576,54.91435241699219,0.6193913221359253,0.0315231904387474,0.7722567319869995,0.5902292728424072,0.4438698887825012
zambia,sub-saharan africa,4.073400020599365,8.145450592041016,0.707517683506012,55.80921173095703,0.7818997502326965,0.0605209246277809,0.8234307765960693,0.691082239151001,0.344525933265686
sierra leone,sub-saharan africa,3.849400043487549,7.433872222900391,0.6299904584884644,51.65053939819336,0.7171773314476013,0.0839950293302536,0.8663837313652039,0.5133752226829529,0.4381344616413116
india,south asia,3.8189001083374015,8.755183219909668,0.6029612421989441,60.632999420166016,0.8931295871734619,0.0893267020583152,0.7737091183662415,0.7524339556694031,0.3831625282764435
burundi,sub-saharan africa,3.775300025939941,6.635322093963623,0.4903257191181183,53.400001525878906,0.6263502240180969,-0.0238761659711599,0.6069345474243164,0.6664415001869202,0.3627665936946869
yemen,middle east and north africa,3.657900094985962,7.578436851501465,0.8315374255180359,57.1215705871582,0.6021565794944763,-0.1467122286558151,0.8002877235412598,0.5428059101104736,0.2130432277917862
tanzania,sub-saharan africa,3.623199939727783,7.875572204589844,0.702070951461792,57.99899291992188,0.8331366777420044,0.1831500679254531,0.5769856572151184,0.6855331063270569,0.2711179256439209
haiti,latin america and caribbean,3.6149001121521,7.477138042449951,0.5395039319992065,55.70000076293945,0.5933555960655212,0.4215203523635864,0.7210492491722107,0.5841132998466492,0.3587200343608856
malawi,sub-saharan africa,3.5999999046325684,6.95752477645874,0.5369946956634521,57.94752502441406,0.7797031402587891,0.0384023562073707,0.7290654182434082,0.5366970300674438,0.348162442445755
lesotho,sub-saharan africa,3.5118000507354736,7.925776958465576,0.7868713736534119,48.70000076293945,0.7149537205696106,-0.1305362284183502,0.9153769016265868,0.7348799109458923,0.2734255194664001
botswana,sub-saharan africa,3.4665000438690186,9.781536102294922,0.7841714024543762,59.269187927246094,0.8243942260742188,-0.2461592555046081,0.8006190657615662,0.7117963433265686,0.2727217674255371
rwanda,sub-saharan africa,3.4147000312805176,7.676117897033691,0.5523390769958496,61.39972686767578,0.8967583775520325,0.0605256855487823,0.1668009757995605,0.7360679507255554,0.4176676869392395
zimbabwe,sub-saharan africa,3.1447999477386475,7.942595481872559,0.750469982624054,56.20083999633789,0.6767001152038574,-0.0473457388579845,0.8209987282752991,0.702572762966156,0.3457363843917846
afghanistan,south asia,2.522900104522705,7.694709777832031,0.4625955522060394,52.49261474609375,0.3817485272884369,-0.1016835421323776,0.924338161945343,0.3513870537281036,0.5024737119674683
