country,region,score,gdp,social_support,hle,freedom,generosity,corruption
Lithuania,Central and Eastern Europe,6.25540018081665,10.498724937438965,0.935331404209137,67.90605163574219,0.7731943130493164,-0.20268277823925018,0.8256320357322693
Cyprus,Western Europe,6.223499774932861,10.57603645324707,0.8022973537445068,73.89753723144531,0.7630279064178467,-0.014914353378117085,0.8441770076751709
Estonia,Central and Eastern Europe,6.188799858093262,10.481181144714355,0.9414528608322144,68.79991149902344,0.9087128043174744,-0.10619337856769562,0.5266488194465637
Panama,Latin America and Caribbean,6.179599761962891,10.350154876708984,0.8958771228790283,69.65210723876953,0.8718804121017456,-0.1662856638431549,0.8556877374649048
Uzbekistan,Commonwealth of Independent States,6.178800106048584,8.836421012878418,0.9184690117835999,65.25531005859375,0.970130980014801,0.31070613861083984,0.5150893926620483
Chile,Latin America and Caribbean,6.171899795532227,10.071078300476074,0.8822913765907288,70.0000228881836,0.7415035963058472,-0.044292550534009933,0.8303554058074951
Poland,Central and Eastern Europe,6.166100025177002,10.381980895996094,0.8982869386672974,69.70166778564453,0.8406172394752502,-0.1648647040128708,0.7353492975234985
Kazakhstan,Commonwealth of Independent States,6.151800155639648,10.154766082763672,0.95210862159729,65.19985961914062,0.8525170087814331,-0.06944605708122253,0.7330804467201233
Romania,Central and Eastern Europe,6.139999866485596,10.283731460571289,0.8319143652915955,67.35520935058594,0.8450421094894409,-0.2194642722606659,0.9382724165916443
Kuwait,Middle East and North Africa,6.106100082397461,10.816696166992188,0.8427844047546387,66.9000015258789,0.8670896291732788,-0.10416107624769211,0.7362381219863892
Serbia,Central and Eastern Europe,6.077899932861328,9.78662395477295,0.8726455569267273,68.60033416748047,0.7775619029998779,0.002192957093939185,0.8352977633476257
El Salvador,Latin America and Caribbean,6.060500144958496,9.05385684967041,0.7620758414268494,66.40190124511719,0.8875650763511658,-0.11026214063167572,0.6882754564285278
Mauritius,Sub-Saharan Africa,6.048999786376953,10.008109092712402,0.9047017097473145,66.70086669921875,0.8669211864471436,-0.05411110445857048,0.7890381813049316
Latvia,Central and Eastern Europe,6.0320000648498535,10.314775466918945,0.9274994134902954,67.1001968383789,0.7145545482635498,-0.1620119959115982,0.7997939586639404
Colombia,Latin America and Caribbean,6.012400150299072,9.557000160217285,0.8468530178070068,68.00137329101562,0.8369866609573364,-0.13479644060134888,0.8408741354942322
Hungary,Central and Eastern Europe,5.991600036621094,10.358233451843262,0.9434720277786255,68.00016784667969,0.7549257278442383,-0.18617792427539825,0.8761805295944214
Thailand,Southeast Asia,5.9847002029418945,9.804679870605469,0.8875290155410767,67.4011001586914,0.884037971496582,0.28739139437675476,0.895368218421936
Nicaragua,Latin America and Caribbean,5.972099781036377,8.62026596069336,0.863976001739502,67.65653228759766,0.8358175754547119,0.019603606313467026,0.6635907888412476
Japan,East Asia,5.940499782562256,10.611433982849121,0.8839415311813354,75.1004409790039,0.7957438826560974,-0.2581944167613983,0.6378864049911499
Argentina,Latin America and Caribbean,5.929299831390381,9.961631774902344,0.897523820400238,69.00015258789062,0.828485906124115,-0.18170379102230072,0.8339568376541138
Portugal,Western Europe,5.928999900817871,10.421197891235352,0.8794488906860352,72.59953308105469,0.8917185664176941,-0.24439343810081482,0.8873282670974731
Honduras,Latin America and Caribbean,5.9191999435424805,8.648223876953125,0.8119232058525085,67.29987335205078,0.8570315837860107,0.08098253607749939,0.8087548017501831
Croatia,Central and Eastern Europe,5.881700038909912,10.21720027923584,0.9235941171646118,70.79936981201172,0.7536758780479431,-0.1176806166768074,0.9393432140350342
Philippines,Southeast Asia,5.880199909210205,9.07558822631836,0.8299263715744019,61.99995422363281,0.916998565196991,-0.09683585166931152,0.74176424741745
South Korea,East Asia,5.8454999923706055,10.650712966918945,0.7990646958351135,73.89986419677734,0.6720153093338013,-0.0832347497344017,0.7270837426185608
Peru,Latin America and Caribbean,5.839600086212158,9.458379745483398,0.8322862386703491,68.25005340576172,0.8219620585441589,-0.15410254895687103,0.8911354541778564
Bosnia and Herzegovina,Central and Eastern Europe,5.8130998611450195,9.590015411376953,0.8703864216804504,68.09849548339844,0.7063484787940979,0.11252003908157349,0.9312126040458679
Moldova,Commonwealth of Independent States,5.76639986038208,9.45394229888916,0.8567749261856079,65.69859313964844,0.822086751461029,-0.07867660373449326,0.9182137250900269
Ecuador,Latin America and Caribbean,5.763999938964844,9.312904357910156,0.8205147385597229,68.79994201660156,0.8421871662139893,-0.12367477267980576,0.8425045609474182
Kyrgyzstan,Commonwealth of Independent States,5.743599891662598,8.538470268249512,0.8933833241462708,64.4006118774414,0.9345319867134094,0.11930427700281143,0.9077425599098206
Greece,Western Europe,5.722599983215332,10.278793334960938,0.8227670788764954,72.60015106201172,0.5817652940750122,-0.2881526052951813,0.8231480121612549
Bolivia,Latin America and Caribbean,5.71589994430542,9.045670509338379,0.8095972537994385,63.90121841430664,0.874642014503479,-0.07731892913579941,0.839005708694458
Mongolia,East Asia,5.677199840545654,9.400177955627441,0.9351727962493896,62.50011444091797,0.7076252698898315,0.11551421880722046,0.8564766645431519
Paraguay,Latin America and Caribbean,5.652599811553955,9.44814395904541,0.8933451771736145,65.9000015258789,0.8764378428459167,0.02811283804476261,0.8816799521446228
Montenegro,Central and Eastern Europe,5.58050012588501,9.939974784851074,0.8582317233085632,68.6992416381836,0.7078997492790222,-0.034215305000543594,0.8122866153717041
Dominican Republic,Latin America and Caribbean,5.545100212097168,9.802362442016602,0.8528887629508972,66.10197448730469,0.8595534563064575,-0.13328588008880615,0.7141715288162231
North Cyprus,Western Europe,5.5355000495910645,10.57603645324707,0.8203566074371338,73.89753723144531,0.7952935099601746,0.012133750133216381,0.6261156797409058
Belarus,Commonwealth of Independent States,5.5335001945495605,9.853226661682129,0.909642219543457,66.25300598144531,0.6496435403823853,-0.1803240031003952,0.6266878247261047
Russia,Commonwealth of Independent States,5.477200031280518,10.188741683959961,0.9028661847114563,64.70291137695312,0.7180507779121399,-0.1114475205540657,0.8446192741394043
Hong Kong S.A.R. of China,East Asia,5.4766998291015625,11.000312805175781,0.8357810974121094,76.8200912475586,0.7168079614639282,0.06734424829483032,0.4026504456996918
Tajikistan,Commonwealth of Independent States,5.46619987487793,8.090771675109863,0.8597100973129272,64.2805404663086,0.8320024609565735,-0.055771417915821075,0.5526466965675354
Vietnam,Southeast Asia,5.410799980163574,8.973156929016113,0.8499871492385864,68.03413391113281,0.9395929574966431,-0.0976143330335617,0.796421229839325
Libya,Middle East and North Africa,5.410299777984619,9.622293472290039,0.8269725441932678,62.29999923706055,0.7710716128349304,-0.0866379514336586,0.6666070222854614
Malaysia,Southeast Asia,5.384300231933594,10.238157272338867,0.8165094256401062,67.10215759277344,0.8946268558502197,0.12529583275318146,0.8393023014068604
Indonesia,Southeast Asia,5.3445000648498535,9.364790916442871,0.8114106059074402,62.23636245727539,0.8728774189949036,0.5415529608726501,0.8673139214515686
Congo (Brazzaville),Sub-Saharan Africa,5.341700077056885,8.117217063903809,0.6364794373512268,58.220947265625,0.6947336792945862,-0.06753960251808167,0.7446727156639099
China,East Asia,5.339099884033203,9.673171997070312,0.8108290433883667,69.5934066772461,0.9042927026748657,-0.1459076851606369,0.755388617515564
Ivory Coast,Sub-Saharan Africa,5.306000232696533,8.551093101501465,0.6440978646278381,50.11359786987305,0.7414627075195312,-0.016492072492837906,0.7944678664207458
Armenia,Commonwealth of Independent States,5.282599925994873,9.487374305725098,0.7990387082099915,67.05514526367188,0.8253329992294312,-0.1676464080810547,0.6294224262237549
Nepal,South Asia,5.268899917602539,8.120031356811523,0.7743813395500183,64.2327880859375,0.7824746966362,0.15201281011104584,0.7274966835975647
Bulgaria,Central and Eastern Europe,5.265500068664551,10.015582084655762,0.9307728409767151,67.00025177001953,0.7878619432449341,-0.09649267792701721,0.9321166276931763
Maldives,South Asia,5.1975998878479,9.8259859085083,0.9131609201431274,70.5999984741211,0.853962779045105,0.0239978339523077,0.8246503472328186
Azerbaijan,Commonwealth of Independent States,5.17080020904541,9.56872844696045,0.8359205722808838,65.65584564208984,0.8141629099845886,-0.22254817187786102,0.5064712762832642
Cameroon,Sub-Saharan Africa,5.1417999267578125,8.18909740447998,0.7096076011657715,53.51531219482422,0.7312072515487671,0.025644419714808464,0.8476269841194153
Senegal,Sub-Saharan Africa,5.131800174713135,8.118176460266113,0.7102318406105042,59.801551818847656,0.6952162384986877,-0.0460028201341629,0.8007579445838928
Albania,Central and Eastern Europe,5.117400169372559,9.520496368408203,0.6974051594734192,68.9993896484375,0.7852362394332886,-0.02992146462202072,0.9010128974914551
North Macedonia,Central and Eastern Europe,5.101200103759766,9.693197250366211,0.8050611019134521,65.47408294677734,0.7511905431747437,0.03750887140631676,0.9051775336265564
Ghana,Sub-Saharan Africa,5.088399887084961,8.580243110656738,0.7267570495605469,57.58634567260742,0.8065050840377808,0.12335524708032608,0.8481913805007935
Niger,Sub-Saharan Africa,5.074100017547607,7.0976152420043945,0.6411375999450684,53.780006408691406,0.8061235547065735,0.018449943512678146,0.6925413608551025
Turkmenistan,Commonwealth of Independent States,5.066400051116943,9.629326820373535,0.9828737378120422,62.40887451171875,0.8766868114471436,0.2728292644023895,0.8880501389503479
Gambia,Sub-Saharan Africa,5.051000118255615,7.685917854309082,0.6896220445632935,55.160160064697266,0.6970475912094116,0.42415475845336914,0.7459676265716553
Benin,Sub-Saharan Africa,5.045199871063232,8.086958885192871,0.488511323928833,54.71274948120117,0.7574853897094727,-0.03380919247865677,0.6607150435447693
Laos,Southeast Asia,5.03000020980835,8.947352409362793,0.7279734015464783,58.968135833740234,0.9100531339645386,0.12314454466104507,0.6581959128379822
Bangladesh,South Asia,5.024600028991699,8.454228401184082,0.6933901309967041,64.79996490478516,0.877008318901062,-0.04134693741798401,0.6816807389259338
Guinea,Sub-Saharan Africa,4.984300136566162,7.83774995803833,0.639484167098999,55.00819778442383,0.6972144246101379,0.09467919170856476,0.7660537958145142
